experiment,condition,mode,seed,step,oxygen,glucose,IFN_gamma,IL2,PD_L1,TGF_beta
perturbation_TGFB1_KO,TGFB1_KO,deepseek,123,17,0.04075,2.237426,0.105563,0.009254,0.086276,0.34429
perturbation_TGFB1_KO,TGFB1_KO,deepseek,123,18,0.03862,2.14468,0.095156,0.008776,0.074947,0.345135
perturbation_TGFB1_KO,TGFB1_KO,deepseek,123,19,0.036619,2.059851,0.085716,0.008323,0.065862,0.345763
perturbation_TGFB1_KO,TGFB1_KO,deepseek,123,20,0.034703,1.978871,0.149949,0.012018,0.108995,0.43134
perturbation_TGFB1_KO,TGFB1_KO,deepseek,123,21,0.032887,1.902231,0.145704,0.011395,0.093419,0.425008
perturbation_TGFB1_KO,TGFB1_KO,deepseek,123,22,0.031176,1.829565,0.131284,0.010805,0.081014,0.419608
perturbation_TGFB1_KO,TGFB1_KO,deepseek,123,23,0.029519,1.758268,0.11823,0.010246,0.071036,0.414415
perturbation_TGFB1_KO,TGFB1_KO,deepseek,123,24,0.027949,1.690015,0.106407,0.009716,0.062794,0.409712
perturbation_TGFB1_KO,TGFB1_KO,deepseek,123,25,0.026412,1.622536,0.166517,0.014026,0.093451,0.487911
perturbation_TGFB1_KO,TGFB1_KO,deepseek,123,26,0.024957,1.558549,0.160865,0.013302,0.08046,0.474727
perturbation_TGFB1_KO,TGFB1_KO,deepseek,123,27,0.023538,1.493864,0.144778,0.012616,0.069911,0.461547
perturbation_TGFB1_KO,TGFB1_KO,deepseek,123,28,0.022201,1.433794,0.130301,0.011966,0.061155,0.449572
perturbation_TGFB1_KO,TGFB1_KO,deepseek,123,29,0.020896,1.37412,0.117271,0.01135,0.05366,0.436679
perturbation_TGFB1_KO,TGFB1_KO,deepseek,123,30,0.019616,1.315068,0.217421,0.016516,0.079425,0.499469
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,1,0.082785,4.083627,0.0,0.0,0.002473,0.005668
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,2,0.080146,3.974013,0.0,0.0,0.004598,0.010882
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,3,0.077484,3.862017,0.0,0.0,0.006465,0.015679
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,4,0.074809,3.748425,0.0,0.0,0.008068,0.020093
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,5,0.072095,3.631787,0.008,0.004625,0.066924,0.111278
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,6,0.069404,3.51537,0.008075,0.004377,0.057216,0.108344
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,7,0.066711,3.397921,0.007267,0.004144,0.049561,0.106994
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,8,0.063993,3.278221,0.006541,0.003923,0.043594,0.110702
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,9,0.061254,3.156548,0.005887,0.003714,0.038975,0.119589
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,10,0.058494,3.032897,0.071048,0.009917,0.108178,0.221439
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,11,0.055844,2.913923,0.071693,0.0093,0.091178,0.228667
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,12,0.053183,2.793609,0.064524,0.008717,0.07772,0.236383
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,13,0.050503,2.672782,0.058071,0.00825,0.067162,0.244092
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,14,0.047841,2.552921,0.052264,0.007823,0.05882,0.252459
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,15,0.04523,2.437707,0.144588,0.014293,0.113379,0.350832
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,16,0.042796,2.330289,0.141504,0.013384,0.096345,0.351386
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,17,0.040454,2.227691,0.127579,0.012525,0.082845,0.352055
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,18,0.038264,2.131727,0.115046,0.011798,0.072179,0.353195
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,19,0.036239,2.043815,0.103691,0.011126,0.0637,0.354369
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,20,0.034337,1.961356,0.198322,0.015865,0.097278,0.437599
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,21,0.032578,1.885886,0.191365,0.014974,0.083629,0.430058
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,22,0.030868,1.81235,0.172378,0.014131,0.07301,0.423546
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,23,0.029221,1.740259,0.155216,0.013334,0.064533,0.418204
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,24,0.027663,1.672282,0.139694,0.012581,0.057508,0.414415
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,25,0.026132,1.604265,0.210775,0.016118,0.083834,0.492554
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,26,0.024671,1.540396,0.201947,0.015216,0.073166,0.480985
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,27,0.023281,1.478144,0.181752,0.014364,0.064386,0.469517
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,28,0.021914,1.416653,0.163577,0.013557,0.05722,0.458517
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,29,0.020581,1.356737,0.147219,0.012794,0.051045,0.447422
perturbation_TGFB1_KO,TGFB1_KO,deepseek,42,30,0.019294,1.297365,0.233998,0.016446,0.068282,0.510939
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,1,0.082785,4.083627,0.0,0.0,0.002447,0.005496
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,2,0.08016,3.974476,0.0,0.0,0.004528,0.010553
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,3,0.077527,3.863763,0.0,0.0,0.006307,0.015205
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,4,0.074878,3.751254,0.0,0.0,0.007834,0.019485
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,5,0.072199,3.636213,0.00375,0.005,0.081852,0.110048
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,6,0.06955,3.52168,0.00375,0.00473,0.069113,0.107565
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,7,0.066884,3.405393,0.003375,0.004475,0.059088,0.107081
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,8,0.064162,3.285355,0.003037,0.004234,0.051341,0.110011
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,9,0.06145,3.164862,0.002734,0.004007,0.045217,0.118482
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,10,0.058691,3.041114,0.05496,0.011167,0.126605,0.202999
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,11,0.05602,2.920758,0.055089,0.010539,0.106258,0.211381
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,12,0.053354,2.799788,0.049805,0.009944,0.090089,0.220302
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,13,0.050682,2.678433,0.04505,0.009379,0.077292,0.229419
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,14,0.047962,2.556786,0.04077,0.008844,0.067335,0.238415
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,15,0.045279,2.43796,0.131193,0.013337,0.1401,0.326141
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,16,0.042756,2.327416,0.128074,0.012583,0.118096,0.328502
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,17,0.0404,2.222477,0.115341,0.01187,0.100528,0.330773
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,18,0.038198,2.124808,0.103882,0.011194,0.086583,0.333163
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,19,0.036073,2.032675,0.093569,0.010555,0.075528,0.335437
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,20,0.034043,1.947025,0.154962,0.013825,0.118223,0.421204
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,21,0.032156,1.866646,0.148966,0.013044,0.101093,0.415954
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,22,0.030363,1.78852,0.134144,0.012306,0.087594,0.411974
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,23,0.028634,1.713345,0.12073,0.011607,0.076901,0.408387
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,24,0.026959,1.640919,0.108657,0.010989,0.067994,0.405238
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,25,0.025312,1.568757,0.163094,0.015156,0.097602,0.48059
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,26,0.023775,1.502292,0.155909,0.014366,0.084766,0.471395
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,27,0.022291,1.435905,0.140393,0.013617,0.07471,0.463261
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,28,0.020851,1.371305,0.126354,0.012907,0.066264,0.454803
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,29,0.019452,1.307313,0.113719,0.012235,0.05887,0.445371
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,30,0.018092,1.245157,0.202412,0.017973,0.081028,0.514044
perturbation_TGFB1_KO,TGFB1_KO,rules,123,1,0.082785,4.083627,0.0,0.0,0.002509,0.005554
perturbation_TGFB1_KO,TGFB1_KO,rules,123,2,0.080154,3.974449,0.0,0.0,0.004649,0.010664
perturbation_TGFB1_KO,TGFB1_KO,rules,123,3,0.077526,3.864185,0.0,0.0,0.006449,0.015365
perturbation_TGFB1_KO,TGFB1_KO,rules,123,4,0.074867,3.75136,0.0,0.0,0.008058,0.01969
perturbation_TGFB1_KO,TGFB1_KO,rules,123,5,0.07221,3.637545,0.0,0.0,0.009422,0.023668
perturbation_TGFB1_KO,TGFB1_KO,rules,123,6,0.069517,3.520977,0.0,0.0,0.010699,0.027779
perturbation_TGFB1_KO,TGFB1_KO,rules,123,7,0.066808,3.40266,0.0,0.0,0.011835,0.034336
perturbation_TGFB1_KO,TGFB1_KO,rules,123,8,0.064073,3.282099,0.0,0.0,0.012909,0.043893
perturbation_TGFB1_KO,TGFB1_KO,rules,123,9,0.061328,3.160077,0.0,0.0,0.013877,0.05786
perturbation_TGFB1_KO,TGFB1_KO,rules,123,10,0.058547,3.035348,0.0,0.0,0.014825,0.074911
perturbation_TGFB1_KO,TGFB1_KO,rules,123,11,0.055743,2.908459,0.0,0.0,0.015743,0.093222
perturbation_TGFB1_KO,TGFB1_KO,rules,123,12,0.052948,2.78115,0.0,0.0,0.016559,0.112468
perturbation_TGFB1_KO,TGFB1_KO,rules,123,13,0.050161,2.654475,0.0,0.0,0.017284,0.130925
perturbation_TGFB1_KO,TGFB1_KO,rules,123,14,0.047403,2.529835,0.0,0.0,0.017889,0.14858
perturbation_TGFB1_KO,TGFB1_KO,rules,123,15,0.0447,2.407732,0.0,0.0,0.018456,0.164747
perturbation_TGFB1_KO,TGFB1_KO,rules,123,16,0.042082,2.289913,0.0,0.0,0.018936,0.180147
perturbation_TGFB1_KO,TGFB1_KO,rules,123,17,0.039588,2.177023,0.0,0.0,0.019349,0.194689
perturbation_TGFB1_KO,TGFB1_KO,rules,123,18,0.037209,2.067967,0.0,0.0,0.019597,0.208368
perturbation_TGFB1_KO,TGFB1_KO,rules,123,19,0.034926,1.965209,0.0,0.0,0.019805,0.220877
perturbation_TGFB1_KO,TGFB1_KO,rules,123,20,0.032805,1.871022,0.0,0.0,0.01997,0.232086
perturbation_TGFB1_KO,TGFB1_KO,rules,123,21,0.030758,1.781563,0.0,0.0,0.020133,0.242323
perturbation_TGFB1_KO,TGFB1_KO,rules,123,22,0.028796,1.695683,0.0,0.0,0.020223,0.251592
perturbation_TGFB1_KO,TGFB1_KO,rules,123,23,0.026982,1.615496,0.0,0.0,0.02006,0.258918
perturbation_TGFB1_KO,TGFB1_KO,rules,123,24,0.02532,1.541407,0.0,0.0,0.019717,0.264684
perturbation_TGFB1_KO,TGFB1_KO,rules,123,25,0.023714,1.469413,0.0,0.0,0.01925,0.268488
perturbation_TGFB1_KO,TGFB1_KO,rules,123,26,0.022212,1.400812,0.0,0.0,0.018602,0.270188
perturbation_TGFB1_KO,TGFB1_KO,rules,123,27,0.020804,1.336516,0.0,0.0,0.017855,0.269652
perturbation_TGFB1_KO,TGFB1_KO,rules,123,28,0.019449,1.274999,0.0,0.0,0.017067,0.268784
perturbation_TGFB1_KO,TGFB1_KO,rules,123,29,0.018111,1.212828,0.0,0.0,0.016338,0.266785
perturbation_TGFB1_KO,TGFB1_KO,rules,123,30,0.016852,1.15383,0.0,0.0,0.015529,0.264197
perturbation_TGFB1_KO,TGFB1_KO,rules,42,1,0.082785,4.083627,0.0,0.0,0.002473,0.005668
perturbation_TGFB1_KO,TGFB1_KO,rules,42,2,0.080146,3.974013,0.0,0.0,0.004598,0.010882
perturbation_TGFB1_KO,TGFB1_KO,rules,42,3,0.077484,3.862017,0.0,0.0,0.006465,0.015679
perturbation_TGFB1_KO,TGFB1_KO,rules,42,4,0.074809,3.748425,0.0,0.0,0.008068,0.020093
perturbation_TGFB1_KO,TGFB1_KO,rules,42,5,0.072095,3.631787,0.0,0.0,0.009549,0.024153
perturbation_TGFB1_KO,TGFB1_KO,rules,42,6,0.069369,3.51362,0.0,0.0,0.01085,0.027889
perturbation_TGFB1_KO,TGFB1_KO,rules,42,7,0.066642,3.394429,0.0,0.0,0.011986,0.032675
perturbation_TGFB1_KO,TGFB1_KO,rules,42,8,0.063889,3.273124,0.0,0.0,0.013018,0.042254
perturbation_TGFB1_KO,TGFB1_KO,rules,42,9,0.061107,3.14935,0.0,0.0,0.013996,0.056391
perturbation_TGFB1_KO,TGFB1_KO,rules,42,10,0.058304,3.023605,0.0,0.0,0.014906,0.073448
perturbation_TGFB1_KO,TGFB1_KO,rules,42,11,0.055496,2.896666,0.0,0.0,0.01573,0.091915
perturbation_TGFB1_KO,TGFB1_KO,rules,42,12,0.052678,2.768296,0.0,0.0,0.016497,0.110629
perturbation_TGFB1_KO,TGFB1_KO,rules,42,13,0.049841,2.63922,0.0,0.0,0.017259,0.129422
perturbation_TGFB1_KO,TGFB1_KO,rules,42,14,0.047017,2.511707,0.0,0.0,0.01793,0.147461
perturbation_TGFB1_KO,TGFB1_KO,rules,42,15,0.044223,2.385269,0.0,0.0,0.018621,0.165032
perturbation_TGFB1_KO,TGFB1_KO,rules,42,16,0.041557,2.263866,0.0,0.0,0.019161,0.182022
perturbation_TGFB1_KO,TGFB1_KO,rules,42,17,0.038997,2.148469,0.0,0.0,0.019648,0.198028
perturbation_TGFB1_KO,TGFB1_KO,rules,42,18,0.036557,2.041469,0.0,0.0,0.020092,0.212828
perturbation_TGFB1_KO,TGFB1_KO,rules,42,19,0.034284,1.940669,0.0,0.0,0.020413,0.22637
perturbation_TGFB1_KO,TGFB1_KO,rules,42,20,0.03218,1.84791,0.0,0.0,0.020613,0.238453
perturbation_TGFB1_KO,TGFB1_KO,rules,42,21,0.030208,1.76123,0.0,0.0,0.020647,0.24852
perturbation_TGFB1_KO,TGFB1_KO,rules,42,22,0.028404,1.682753,0.0,0.0,0.020613,0.256731
perturbation_TGFB1_KO,TGFB1_KO,rules,42,23,0.026651,1.605038,0.0,0.0,0.020529,0.26436
perturbation_TGFB1_KO,TGFB1_KO,rules,42,24,0.025002,1.531008,0.0,0.0,0.020455,0.270854
perturbation_TGFB1_KO,TGFB1_KO,rules,42,25,0.023426,1.460668,0.0,0.0,0.020172,0.276228
perturbation_TGFB1_KO,TGFB1_KO,rules,42,26,0.021912,1.392124,0.0,0.0,0.019729,0.279823
perturbation_TGFB1_KO,TGFB1_KO,rules,42,27,0.02048,1.32684,0.0,0.0,0.019085,0.281255
perturbation_TGFB1_KO,TGFB1_KO,rules,42,28,0.019176,1.267457,0.0,0.0,0.018186,0.280697
perturbation_TGFB1_KO,TGFB1_KO,rules,42,29,0.017843,1.206235,0.0,0.0,0.017392,0.279059
perturbation_TGFB1_KO,TGFB1_KO,rules,42,30,0.016625,1.150292,0.0,0.0,0.016353,0.276127
perturbation_TGFB1_KO,TGFB1_KO,rules,456,1,0.082785,4.083627,0.0,0.0,0.002447,0.005496
perturbation_TGFB1_KO,TGFB1_KO,rules,456,2,0.08016,3.974476,0.0,0.0,0.004528,0.010553
perturbation_TGFB1_KO,TGFB1_KO,rules,456,3,0.077527,3.863763,0.0,0.0,0.006307,0.015205
perturbation_TGFB1_KO,TGFB1_KO,rules,456,4,0.074878,3.751254,0.0,0.0,0.007834,0.019485
perturbation_TGFB1_KO,TGFB1_KO,rules,456,5,0.072199,3.636213,0.0,0.0,0.009227,0.023423
perturbation_TGFB1_KO,TGFB1_KO,rules,456,6,0.069505,3.51943,0.0,0.0,0.010457,0.02757
perturbation_TGFB1_KO,TGFB1_KO,rules,456,7,0.066796,3.400929,0.0,0.0,0.011561,0.032736
perturbation_TGFB1_KO,TGFB1_KO,rules,456,8,0.064031,3.278706,0.0,0.0,0.012653,0.041763
perturbation_TGFB1_KO,TGFB1_KO,rules,456,9,0.061272,3.155799,0.0,0.0,0.013603,0.055694
perturbation_TGFB1_KO,TGFB1_KO,rules,456,10,0.058459,3.029228,0.0,0.0,0.014597,0.07286
perturbation_TGFB1_KO,TGFB1_KO,rules,456,11,0.055652,2.902145,0.0,0.0,0.01546,0.092327
perturbation_TGFB1_KO,TGFB1_KO,rules,456,12,0.052854,2.774677,0.0,0.0,0.016234,0.111437
perturbation_TGFB1_KO,TGFB1_KO,rules,456,13,0.050047,2.647771,0.0,0.0,0.016949,0.129769
perturbation_TGFB1_KO,TGFB1_KO,rules,456,14,0.047206,2.521487,0.0,0.0,0.017721,0.147909
perturbation_TGFB1_KO,TGFB1_KO,rules,456,15,0.044406,2.396019,0.0,0.0,0.018376,0.165872
perturbation_TGFB1_KO,TGFB1_KO,rules,456,16,0.041746,2.276365,0.0,0.0,0.018885,0.182474
perturbation_TGFB1_KO,TGFB1_KO,rules,456,17,0.039183,2.163093,0.0,0.0,0.019247,0.197747
perturbation_TGFB1_KO,TGFB1_KO,rules,456,18,0.036726,2.055184,0.0,0.0,0.019577,0.211799
perturbation_TGFB1_KO,TGFB1_KO,rules,456,19,0.034392,1.953963,0.0,0.0,0.01987,0.224651
perturbation_TGFB1_KO,TGFB1_KO,rules,456,20,0.032165,1.855408,0.0,0.0,0.020023,0.235951
perturbation_TGFB1_KO,TGFB1_KO,rules,456,21,0.030069,1.761947,0.0,0.0,0.020132,0.246421
perturbation_TGFB1_KO,TGFB1_KO,rules,456,22,0.028127,1.677269,0.0,0.0,0.020043,0.255229
perturbation_TGFB1_KO,TGFB1_KO,rules,456,23,0.026288,1.597242,0.0,0.0,0.019744,0.261832
perturbation_TGFB1_KO,TGFB1_KO,rules,456,24,0.024549,1.522849,0.0,0.0,0.019523,0.267457
perturbation_TGFB1_KO,TGFB1_KO,rules,456,25,0.022895,1.450997,0.0,0.0,0.019223,0.272331
perturbation_TGFB1_KO,TGFB1_KO,rules,456,26,0.021337,1.381917,0.0,0.0,0.018765,0.275166
perturbation_TGFB1_KO,TGFB1_KO,rules,456,27,0.019879,1.316934,0.0,0.0,0.018211,0.276424
perturbation_TGFB1_KO,TGFB1_KO,rules,456,28,0.018485,1.254293,0.0,0.0,0.01747,0.277282
perturbation_TGFB1_KO,TGFB1_KO,rules,456,29,0.017146,1.19334,0.0,0.0,0.016778,0.275671
perturbation_TGFB1_KO,TGFB1_KO,rules,456,30,0.015901,1.136025,0.0,0.0,0.015926,0.273288
perturbation_IL2_KO,IL2_KO,deepseek,123,1,0.082785,4.083627,0.0,0.0,0.002509,0.005554
perturbation_IL2_KO,IL2_KO,deepseek,123,2,0.080154,3.974449,0.0,0.0,0.004649,0.010664
perturbation_IL2_KO,IL2_KO,deepseek,123,3,0.077526,3.864185,0.0,0.0,0.006449,0.015365
perturbation_IL2_KO,IL2_KO,deepseek,123,4,0.074867,3.75136,0.0,0.0,0.008058,0.01969
perturbation_IL2_KO,IL2_KO,deepseek,123,5,0.07221,3.637545,0.01,0.011,0.069547,0.068168
perturbation_IL2_KO,IL2_KO,deepseek,123,6,0.069547,3.522477,0.010125,0.010388,0.059395,0.069019
perturbation_IL2_KO,IL2_KO,deepseek,123,7,0.066868,3.405653,0.009113,0.009807,0.051408,0.072586
perturbation_IL2_KO,IL2_KO,deepseek,123,8,0.064168,3.286975,0.008201,0.009255,0.04521,0.079029
perturbation_IL2_KO,IL2_KO,deepseek,123,9,0.061459,3.166841,0.007381,0.008733,0.040392,0.089539
perturbation_IL2_KO,IL2_KO,deepseek,123,10,0.05872,3.044391,0.071643,0.013862,0.102853,0.159133
perturbation_IL2_KO,IL2_KO,deepseek,123,11,0.056067,2.925415,0.070854,0.013107,0.087059,0.1708
perturbation_IL2_KO,IL2_KO,deepseek,123,12,0.053437,2.806565,0.063918,0.012391,0.07449,0.182859
perturbation_IL2_KO,IL2_KO,deepseek,123,13,0.050816,2.687303,0.057677,0.011711,0.064518,0.194628
perturbation_IL2_KO,IL2_KO,deepseek,123,14,0.048198,2.569829,0.051984,0.011066,0.056639,0.20568
perturbation_IL2_KO,IL2_KO,deepseek,123,15,0.045562,2.454201,0.11486,0.015203,0.098089,0.274473
perturbation_IL2_KO,IL2_KO,deepseek,123,16,0.043148,2.348505,0.112374,0.01438,0.083859,0.279712
perturbation_IL2_KO,IL2_KO,deepseek,123,17,0.04092,2.250611,0.101287,0.013599,0.072573,0.284657
perturbation_IL2_KO,IL2_KO,deepseek,123,18,0.03887,2.160901,0.091308,0.012857,0.06352,0.289431
perturbation_IL2_KO,IL2_KO,deepseek,123,19,0.036906,2.077561,0.082252,0.012152,0.056377,0.294049
perturbation_IL2_KO,IL2_KO,deepseek,123,20,0.035058,1.999823,0.153952,0.015109,0.075194,0.358021
perturbation_IL2_KO,IL2_KO,deepseek,123,21,0.033301,1.925768,0.148557,0.01429,0.065757,0.356405
perturbation_IL2_KO,IL2_KO,deepseek,123,22,0.031659,1.85688,0.133926,0.013513,0.058344,0.356568
perturbation_IL2_KO,IL2_KO,deepseek,123,23,0.030026,1.78802,0.120609,0.012775,0.052536,0.357068
perturbation_IL2_KO,IL2_KO,deepseek,123,24,0.028446,1.719044,0.108548,0.012074,0.047675,0.357754
perturbation_IL2_KO,IL2_KO,deepseek,123,25,0.026892,1.650453,0.165443,0.016409,0.075707,0.414484
perturbation_IL2_KO,IL2_KO,deepseek,123,26,0.025409,1.584031,0.160524,0.015513,0.065872,0.408149
perturbation_IL2_KO,IL2_KO,deepseek,123,27,0.023963,1.518047,0.144471,0.014663,0.05808,0.401945
perturbation_IL2_KO,IL2_KO,deepseek,123,28,0.022596,1.455844,0.130024,0.013856,0.051475,0.394663
perturbation_IL2_KO,IL2_KO,deepseek,123,29,0.021264,1.395338,0.117022,0.013091,0.04557,0.385713
perturbation_IL2_KO,IL2_KO,deepseek,123,30,0.019934,1.335273,0.19752,0.01577,0.066051,0.437355
perturbation_IL2_KO,IL2_KO,deepseek,42,1,0.082785,4.083627,0.0,0.0,0.002473,0.005668
perturbation_IL2_KO,IL2_KO,deepseek,42,2,0.080146,3.974013,0.0,0.0,0.004598,0.010882
perturbation_IL2_KO,IL2_KO,deepseek,42,3,0.077484,3.862017,0.0,0.0,0.006465,0.015679
perturbation_IL2_KO,IL2_KO,deepseek,42,4,0.074809,3.748425,0.0,0.0,0.008068,0.020093
perturbation_IL2_KO,IL2_KO,deepseek,42,5,0.072095,3.631787,0.01,0.008625,0.065924,0.069653
perturbation_IL2_KO,IL2_KO,deepseek,42,6,0.069409,3.51562,0.01,0.00817,0.056402,0.070049
perturbation_IL2_KO,IL2_KO,deepseek,42,7,0.066722,3.398444,0.009,0.007739,0.048906,0.071387
perturbation_IL2_KO,IL2_KO,deepseek,42,8,0.064015,3.279282,0.0081,0.007332,0.043048,0.078619
perturbation_IL2_KO,IL2_KO,deepseek,42,9,0.061277,3.157653,0.00729,0.006946,0.038544,0.090222
perturbation_IL2_KO,IL2_KO,deepseek,42,10,0.058519,3.034053,0.068311,0.011956,0.103468,0.160272
perturbation_IL2_KO,IL2_KO,deepseek,42,11,0.055859,2.914483,0.068355,0.011323,0.08734,0.171268
perturbation_IL2_KO,IL2_KO,deepseek,42,12,0.053188,2.794187,0.061669,0.010724,0.074576,0.18331
perturbation_IL2_KO,IL2_KO,deepseek,42,13,0.05051,2.673241,0.055652,0.010158,0.064547,0.195363
perturbation_IL2_KO,IL2_KO,deepseek,42,14,0.047855,2.553216,0.050162,0.009622,0.056588,0.207426
perturbation_IL2_KO,IL2_KO,deepseek,42,15,0.04522,2.43544,0.126713,0.01649,0.087827,0.282475
perturbation_IL2_KO,IL2_KO,deepseek,42,16,0.04274,2.3257,0.124667,0.015518,0.075468,0.288157
perturbation_IL2_KO,IL2_KO,deepseek,42,17,0.040382,2.222875,0.112275,0.014599,0.065641,0.293494
perturbation_IL2_KO,IL2_KO,deepseek,42,18,0.038211,2.127253,0.101123,0.01373,0.057869,0.298411
perturbation_IL2_KO,IL2_KO,deepseek,42,19,0.03616,2.039774,0.091011,0.012908,0.051693,0.303009
perturbation_IL2_KO,IL2_KO,deepseek,42,20,0.034164,1.952697,0.16066,0.016382,0.076297,0.369765
perturbation_IL2_KO,IL2_KO,deepseek,42,21,0.032314,1.873905,0.156219,0.015422,0.066321,0.367501
perturbation_IL2_KO,IL2_KO,deepseek,42,22,0.030553,1.798181,0.140747,0.014514,0.058551,0.365618
perturbation_IL2_KO,IL2_KO,deepseek,42,23,0.02886,1.723165,0.126822,0.013656,0.052374,0.36441
perturbation_IL2_KO,IL2_KO,deepseek,42,24,0.027253,1.651687,0.11414,0.012843,0.047278,0.364649
perturbation_IL2_KO,IL2_KO,deepseek,42,25,0.025695,1.5813,0.171976,0.015228,0.061876,0.425819
perturbation_IL2_KO,IL2_KO,deepseek,42,26,0.024186,1.514105,0.167278,0.014432,0.054942,0.41909
perturbation_IL2_KO,IL2_KO,deepseek,42,27,0.022756,1.448774,0.15055,0.013678,0.049258,0.412299
perturbation_IL2_KO,IL2_KO,deepseek,42,28,0.021311,1.38284,0.135495,0.012964,0.044457,0.406351
perturbation_IL2_KO,IL2_KO,deepseek,42,29,0.019966,1.320622,0.121946,0.012288,0.040136,0.398629
perturbation_IL2_KO,IL2_KO,deepseek,42,30,0.018683,1.260793,0.206486,0.017523,0.062146,0.447249
perturbation_IL2_KO,IL2_KO,deepseek,456,1,0.082785,4.083627,0.0,0.0,0.002447,0.005496
perturbation_IL2_KO,IL2_KO,deepseek,456,2,0.08016,3.974476,0.0,0.0,0.004528,0.010553
perturbation_IL2_KO,IL2_KO,deepseek,456,3,0.077527,3.863763,0.0,0.0,0.006307,0.015205
perturbation_IL2_KO,IL2_KO,deepseek,456,4,0.074878,3.751254,0.0,0.0,0.007834,0.019485
perturbation_IL2_KO,IL2_KO,deepseek,456,5,0.072199,3.636213,0.0025,0.0075,0.084227,0.068048
perturbation_IL2_KO,IL2_KO,deepseek,456,6,0.06955,3.52168,0.0025,0.007113,0.071089,0.068925
perturbation_IL2_KO,IL2_KO,deepseek,456,7,0.066885,3.405418,0.00225,0.006745,0.060744,0.071458
perturbation_IL2_KO,IL2_KO,deepseek,456,8,0.06417,3.285692,0.002025,0.006396,0.052724,0.077987
perturbation_IL2_KO,IL2_KO,deepseek,456,9,0.061468,3.165726,0.001822,0.006066,0.046377,0.088945
perturbation_IL2_KO,IL2_KO,deepseek,456,10,0.058716,3.042427,0.051023,0.011278,0.119317,0.1577
perturbation_IL2_KO,IL2_KO,deepseek,456,11,0.056016,2.920709,0.050295,0.010678,0.100488,0.170156
perturbation_IL2_KO,IL2_KO,deepseek,456,12,0.053327,2.799026,0.045416,0.010111,0.085511,0.18249
