experiment,condition,mode,seed,step,phase_G0,phase_G1,phase_S,phase_G2,phase_M
perturbation_TP53_KO,TP53_KO,rules,456,29,0.804,0.004,0.097,0.0851,0.0099
perturbation_TP53_KO,TP53_KO,rules,456,30,0.8112,0.0062,0.0892,0.0643,0.029
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,1,0.6301,0.1546,0.1155,0.0861,0.0137
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,2,0.6081,0.1776,0.1062,0.083,0.0251
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,3,0.6139,0.1714,0.1168,0.0847,0.0132
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,4,0.6004,0.1784,0.1115,0.0836,0.026
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,5,0.6335,0.1547,0.1068,0.0866,0.0184
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,6,0.604,0.1935,0.1085,0.0723,0.0217
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,7,0.5912,0.2142,0.1133,0.0655,0.0159
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,8,0.5697,0.23,0.122,0.054,0.0244
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,9,0.5884,0.2058,0.1259,0.0595,0.0204
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,10,0.6315,0.1713,0.128,0.0623,0.0069
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,11,0.5653,0.2182,0.1357,0.0722,0.0086
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,12,0.5734,0.2184,0.1246,0.07,0.0137
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,13,0.5794,0.1824,0.152,0.0642,0.022
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,14,0.5947,0.1545,0.1661,0.0681,0.0166
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,15,0.6284,0.1098,0.1672,0.0777,0.0169
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,16,0.5872,0.156,0.156,0.0889,0.0117
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,17,0.5765,0.1854,0.1259,0.0952,0.017
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,18,0.5814,0.1373,0.1864,0.0729,0.022
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,19,0.5926,0.1532,0.1448,0.0859,0.0236
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,20,0.6373,0.1339,0.122,0.0864,0.0203
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,21,0.6269,0.163,0.0975,0.0908,0.0218
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,22,0.6594,0.1628,0.0772,0.099,0.0017
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,23,0.6577,0.1079,0.1383,0.0675,0.0287
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,24,0.6949,0.0847,0.1017,0.0966,0.022
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,25,0.7271,0.0708,0.1054,0.0656,0.0311
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,26,0.7526,0.0636,0.11,0.0601,0.0137
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,27,0.7681,0.0708,0.0956,0.0655,0
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,28,0.7622,0.03,0.1442,0.0169,0.0468
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,29,0.8195,0.0301,0.0865,0.0639,0
perturbation_BRCA1_KO,BRCA1_KO,deepseek,123,30,0.8212,0.0255,0.0766,0.0648,0.0118
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,1,0.6328,0.1387,0.127,0.0781,0.0234
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,2,0.6279,0.1546,0.1183,0.0821,0.0172
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,3,0.6041,0.1689,0.122,0.0769,0.0281
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,4,0.6058,0.1861,0.1131,0.0785,0.0164
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,5,0.6296,0.1679,0.1113,0.0785,0.0128
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,6,0.5838,0.2108,0.1117,0.0739,0.0198
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,7,0.583,0.2155,0.1078,0.0707,0.023
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,8,0.5699,0.2418,0.1036,0.0656,0.019
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,9,0.5627,0.2407,0.1085,0.0746,0.0136
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,10,0.5941,0.1934,0.1261,0.0708,0.0155
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,11,0.5697,0.2058,0.1395,0.0663,0.0187
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,12,0.5726,0.222,0.1252,0.0651,0.015
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,13,0.5644,0.1914,0.1634,0.0578,0.0231
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,14,0.5793,0.1812,0.1715,0.0566,0.0113
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,15,0.607,0.1376,0.1808,0.0614,0.0133
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,16,0.5815,0.1532,0.1697,0.0824,0.0132
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,17,0.5742,0.1762,0.1403,0.0962,0.0131
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,18,0.574,0.1497,0.176,0.0888,0.0115
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,19,0.5643,0.1536,0.1503,0.1102,0.0217
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,20,0.609,0.1194,0.1453,0.0952,0.0311
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,21,0.6361,0.1173,0.1276,0.0935,0.0255
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,22,0.6604,0.128,0.0973,0.1143,0
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,23,0.6608,0.0927,0.1294,0.0752,0.042
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,24,0.7194,0.0671,0.1084,0.0843,0.0207
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,25,0.7483,0.049,0.1066,0.0717,0.0245
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,26,0.75,0.0567,0.0993,0.0727,0.0213
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,27,0.767,0.0627,0.086,0.0842,0
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,28,0.7586,0.0513,0.1027,0.0513,0.0361
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,29,0.8023,0.0403,0.0825,0.0595,0.0154
perturbation_BRCA1_KO,BRCA1_KO,deepseek,42,30,0.8206,0.0403,0.0625,0.0544,0.0222
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,1,0.6275,0.1431,0.1275,0.0843,0.0176
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,2,0.6166,0.1407,0.1252,0.0983,0.0193
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,3,0.6181,0.1474,0.1267,0.0832,0.0246
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,4,0.6089,0.1753,0.1015,0.0959,0.0185
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,5,0.631,0.1697,0.0959,0.0849,0.0185
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,6,0.5888,0.2174,0.0996,0.0616,0.0326
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,7,0.5982,0.2228,0.1,0.0702,0.0088
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,8,0.5583,0.2487,0.0957,0.0678,0.0296
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,9,0.576,0.2348,0.1098,0.0693,0.0101
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,10,0.6003,0.2075,0.1184,0.0635,0.0103
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,11,0.551,0.233,0.1446,0.0561,0.0153
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,12,0.5544,0.2429,0.1323,0.0452,0.0251
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,13,0.5614,0.2062,0.1669,0.0524,0.0131
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,14,0.5421,0.2087,0.1748,0.0663,0.0081
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,15,0.5597,0.162,0.1866,0.0835,0.0082
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,16,0.5309,0.1808,0.1873,0.0863,0.0147
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,17,0.5435,0.1871,0.15,0.0984,0.021
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,18,0.5559,0.147,0.1981,0.0783,0.0208
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,19,0.5506,0.1598,0.1646,0.0997,0.0253
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,20,0.5936,0.1264,0.1568,0.1072,0.016
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,21,0.5898,0.1192,0.1431,0.1192,0.0286
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,22,0.6215,0.1246,0.123,0.1262,0.0047
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,23,0.6218,0.0965,0.1566,0.0823,0.0427
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,24,0.6765,0.0855,0.1104,0.1026,0.0249
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,25,0.7152,0.0649,0.1171,0.0712,0.0316
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,26,0.7379,0.0546,0.1139,0.0796,0.014
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,27,0.7437,0.0629,0.0818,0.1101,0.0016
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,28,0.7403,0.0406,0.1071,0.0666,0.0455
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,29,0.7925,0.0343,0.0833,0.0801,0.0098
perturbation_BRCA1_KO,BRCA1_KO,deepseek,456,30,0.8014,0.0274,0.0805,0.0651,0.0257
perturbation_BRCA1_KO,BRCA1_KO,rules,123,1,0.6301,0.1546,0.1155,0.0861,0.0137
perturbation_BRCA1_KO,BRCA1_KO,rules,123,2,0.6081,0.1776,0.1062,0.083,0.0251
perturbation_BRCA1_KO,BRCA1_KO,rules,123,3,0.6139,0.1714,0.1168,0.0847,0.0132
perturbation_BRCA1_KO,BRCA1_KO,rules,123,4,0.6004,0.1784,0.1115,0.0836,0.026
perturbation_BRCA1_KO,BRCA1_KO,rules,123,5,0.6014,0.1884,0.1069,0.0851,0.0181
perturbation_BRCA1_KO,BRCA1_KO,rules,123,6,0.5925,0.2046,0.1085,0.073,0.0214
perturbation_BRCA1_KO,BRCA1_KO,rules,123,7,0.5871,0.2178,0.1132,0.0662,0.0157
perturbation_BRCA1_KO,BRCA1_KO,rules,123,8,0.5626,0.2367,0.1218,0.0549,0.024
perturbation_BRCA1_KO,BRCA1_KO,rules,123,9,0.5796,0.2127,0.1273,0.0603,0.0201
perturbation_BRCA1_KO,BRCA1_KO,rules,123,10,0.5681,0.2233,0.1297,0.069,0.0099
perturbation_BRCA1_KO,BRCA1_KO,rules,123,11,0.5505,0.2248,0.1384,0.0765,0.0098
perturbation_BRCA1_KO,BRCA1_KO,rules,123,12,0.5541,0.2036,0.1535,0.0759,0.0129
perturbation_BRCA1_KO,BRCA1_KO,rules,123,13,0.5579,0.1849,0.1656,0.0659,0.0257
perturbation_BRCA1_KO,BRCA1_KO,rules,123,14,0.581,0.1635,0.1683,0.0683,0.019
perturbation_BRCA1_KO,BRCA1_KO,rules,123,15,0.5617,0.1646,0.1741,0.0823,0.0174
perturbation_BRCA1_KO,BRCA1_KO,rules,123,16,0.5552,0.1798,0.1609,0.0915,0.0126
perturbation_BRCA1_KO,BRCA1_KO,rules,123,17,0.5533,0.1638,0.1685,0.0986,0.0159
perturbation_BRCA1_KO,BRCA1_KO,rules,123,18,0.5651,0.1492,0.1683,0.0952,0.0222
perturbation_BRCA1_KO,BRCA1_KO,rules,123,19,0.5771,0.1574,0.1479,0.0874,0.0302
perturbation_BRCA1_KO,BRCA1_KO,rules,123,20,0.5965,0.1725,0.1345,0.0744,0.0222
perturbation_BRCA1_KO,BRCA1_KO,rules,123,21,0.6258,0.1608,0.1083,0.0844,0.0207
perturbation_BRCA1_KO,BRCA1_KO,rules,123,22,0.6579,0.1201,0.1365,0.0773,0.0082
perturbation_BRCA1_KO,BRCA1_KO,rules,123,23,0.6661,0.0915,0.1305,0.0983,0.0136
perturbation_BRCA1_KO,BRCA1_KO,rules,123,24,0.6824,0.0733,0.1239,0.1047,0.0157
perturbation_BRCA1_KO,BRCA1_KO,rules,123,25,0.692,0.0634,0.1304,0.0797,0.0344
perturbation_BRCA1_KO,BRCA1_KO,rules,123,26,0.7336,0.0432,0.1388,0.0713,0.0131
perturbation_BRCA1_KO,BRCA1_KO,rules,123,27,0.7505,0.0097,0.1663,0.0445,0.029
perturbation_BRCA1_KO,BRCA1_KO,rules,123,28,0.7937,0.0098,0.1159,0.0609,0.0196
perturbation_BRCA1_KO,BRCA1_KO,rules,123,29,0.813,0.0102,0.0813,0.0874,0.0081
perturbation_BRCA1_KO,BRCA1_KO,rules,123,30,0.8245,0.0085,0.0634,0.0951,0.0085
perturbation_BRCA1_KO,BRCA1_KO,rules,42,1,0.6328,0.1387,0.127,0.0781,0.0234
perturbation_BRCA1_KO,BRCA1_KO,rules,42,2,0.6279,0.1546,0.1183,0.0821,0.0172
perturbation_BRCA1_KO,BRCA1_KO,rules,42,3,0.6041,0.1689,0.122,0.0769,0.0281
perturbation_BRCA1_KO,BRCA1_KO,rules,42,4,0.6058,0.1861,0.1131,0.0785,0.0164
perturbation_BRCA1_KO,BRCA1_KO,rules,42,5,0.5817,0.2136,0.1131,0.079,0.0126
perturbation_BRCA1_KO,BRCA1_KO,rules,42,6,0.5762,0.2163,0.1135,0.0727,0.0213
perturbation_BRCA1_KO,BRCA1_KO,rules,42,7,0.5729,0.2257,0.1094,0.0694,0.0226
perturbation_BRCA1_KO,BRCA1_KO,rules,42,8,0.562,0.2496,0.1053,0.0645,0.0187
perturbation_BRCA1_KO,BRCA1_KO,rules,42,9,0.56,0.2417,0.1083,0.0767,0.0133
perturbation_BRCA1_KO,BRCA1_KO,rules,42,10,0.5378,0.2385,0.1349,0.074,0.0148
perturbation_BRCA1_KO,BRCA1_KO,rules,42,11,0.5429,0.2188,0.1507,0.0681,0.0194
perturbation_BRCA1_KO,BRCA1_KO,rules,42,12,0.5494,0.1943,0.1736,0.0685,0.0143
perturbation_BRCA1_KO,BRCA1_KO,rules,42,13,0.5394,0.2003,0.1751,0.0599,0.0252
perturbation_BRCA1_KO,BRCA1_KO,rules,42,14,0.5604,0.1827,0.1858,0.0588,0.0124
perturbation_BRCA1_KO,BRCA1_KO,rules,42,15,0.555,0.1705,0.1876,0.0729,0.014
perturbation_BRCA1_KO,BRCA1_KO,rules,42,16,0.5516,0.1649,0.1757,0.0924,0.0154
perturbation_BRCA1_KO,BRCA1_KO,rules,42,17,0.5537,0.1472,0.1764,0.1058,0.0169
perturbation_BRCA1_KO,BRCA1_KO,rules,42,18,0.5562,0.1525,0.1541,0.1248,0.0123
perturbation_BRCA1_KO,BRCA1_KO,rules,42,19,0.5505,0.1586,0.1524,0.1135,0.0249
perturbation_BRCA1_KO,BRCA1_KO,rules,42,20,0.5687,0.1485,0.1469,0.1043,0.0316
perturbation_BRCA1_KO,BRCA1_KO,rules,42,21,0.6198,0.1342,0.123,0.099,0.024
perturbation_BRCA1_KO,BRCA1_KO,rules,42,22,0.6559,0.1077,0.1238,0.082,0.0305
perturbation_BRCA1_KO,BRCA1_KO,rules,42,23,0.6919,0.0871,0.1145,0.0919,0.0145
perturbation_BRCA1_KO,BRCA1_KO,rules,42,24,0.7076,0.0698,0.1229,0.0831,0.0166
perturbation_BRCA1_KO,BRCA1_KO,rules,42,25,0.7253,0.0512,0.128,0.07,0.0256
perturbation_BRCA1_KO,BRCA1_KO,rules,42,26,0.7491,0.03,0.1343,0.0689,0.0177
perturbation_BRCA1_KO,BRCA1_KO,rules,42,27,0.757,0.013,0.141,0.0557,0.0334
perturbation_BRCA1_KO,BRCA1_KO,rules,42,28,0.7914,0.0132,0.1147,0.0733,0.0075
perturbation_BRCA1_KO,BRCA1_KO,rules,42,29,0.7924,0.022,0.0978,0.0758,0.012
perturbation_BRCA1_KO,BRCA1_KO,rules,42,30,0.8058,0.0207,0.0702,0.0888,0.0145
perturbation_BRCA1_KO,BRCA1_KO,rules,456,1,0.6275,0.1431,0.1275,0.0843,0.0176
perturbation_BRCA1_KO,BRCA1_KO,rules,456,2,0.6166,0.1407,0.1252,0.0983,0.0193
perturbation_BRCA1_KO,BRCA1_KO,rules,456,3,0.6181,0.1474,0.1267,0.0832,0.0246
perturbation_BRCA1_KO,BRCA1_KO,rules,456,4,0.6089,0.1753,0.1015,0.0959,0.0185
perturbation_BRCA1_KO,BRCA1_KO,rules,456,5,0.5906,0.2065,0.0978,0.087,0.0181
perturbation_BRCA1_KO,BRCA1_KO,rules,456,6,0.5765,0.226,0.1014,0.0641,0.032
perturbation_BRCA1_KO,BRCA1_KO,rules,456,7,0.5879,0.2293,0.1017,0.0707,0.0103
perturbation_BRCA1_KO,BRCA1_KO,rules,456,8,0.5495,0.256,0.0939,0.07,0.0307
perturbation_BRCA1_KO,BRCA1_KO,rules,456,9,0.5662,0.245,0.1076,0.0712,0.0099
perturbation_BRCA1_KO,BRCA1_KO,rules,456,10,0.5426,0.259,0.118,0.0705,0.0098
perturbation_BRCA1_KO,BRCA1_KO,rules,456,11,0.5325,0.2435,0.1461,0.0601,0.0179
perturbation_BRCA1_KO,BRCA1_KO,rules,456,12,0.5408,0.2192,0.1664,0.0448,0.0288
perturbation_BRCA1_KO,BRCA1_KO,rules,456,13,0.5516,0.2109,0.1734,0.0516,0.0125
perturbation_BRCA1_KO,BRCA1_KO,rules,456,14,0.5326,0.2189,0.1755,0.0637,0.0093
perturbation_BRCA1_KO,BRCA1_KO,rules,456,15,0.5273,0.1903,0.1919,0.0827,0.0078
perturbation_BRCA1_KO,BRCA1_KO,rules,456,16,0.5313,0.1755,0.1928,0.0862,0.0141
perturbation_BRCA1_KO,BRCA1_KO,rules,456,17,0.546,0.1466,0.1919,0.0952,0.0203
perturbation_BRCA1_KO,BRCA1_KO,rules,456,18,0.5628,0.1364,0.1705,0.1085,0.0217
perturbation_BRCA1_KO,BRCA1_KO,rules,456,19,0.5681,0.1549,0.1549,0.1017,0.0203
perturbation_BRCA1_KO,BRCA1_KO,rules,456,20,0.5699,0.1507,0.1554,0.1099,0.0141
perturbation_BRCA1_KO,BRCA1_KO,rules,456,21,0.5946,0.1138,0.1522,0.1154,0.024
perturbation_BRCA1_KO,BRCA1_KO,rules,456,22,0.6266,0.0987,0.1513,0.0888,0.0345
perturbation_BRCA1_KO,BRCA1_KO,rules,456,23,0.6749,0.0887,0.1232,0.0936,0.0197
perturbation_BRCA1_KO,BRCA1_KO,rules,456,24,0.7007,0.0819,0.1154,0.0803,0.0217
perturbation_BRCA1_KO,BRCA1_KO,rules,456,25,0.7237,0.0725,0.114,0.0639,0.0259
perturbation_BRCA1_KO,BRCA1_KO,rules,456,26,0.7518,0.0355,0.1188,0.0816,0.0124
perturbation_BRCA1_KO,BRCA1_KO,rules,456,27,0.763,0.0056,0.1185,0.0833,0.0296
perturbation_BRCA1_KO,BRCA1_KO,rules,456,28,0.8011,0.0057,0.1023,0.0833,0.0076
perturbation_BRCA1_KO,BRCA1_KO,rules,456,29,0.804,0.004,0.097,0.0851,0.0099
perturbation_BRCA1_KO,BRCA1_KO,rules,456,30,0.8112,0.0062,0.0892,0.0643,0.029
perturbation_IFNG_KO,IFNG_KO,deepseek,123,1,0.6301,0.1546,0.1155,0.0861,0.0137
perturbation_IFNG_KO,IFNG_KO,deepseek,123,2,0.6081,0.1776,0.1062,0.083,0.0251
perturbation_IFNG_KO,IFNG_KO,deepseek,123,3,0.6139,0.1714,0.1168,0.0847,0.0132
perturbation_IFNG_KO,IFNG_KO,deepseek,123,4,0.6004,0.1784,0.1115,0.0836,0.026
perturbation_IFNG_KO,IFNG_KO,deepseek,123,5,0.6385,0.1541,0.1028,0.0862,0.0183
perturbation_IFNG_KO,IFNG_KO,deepseek,123,6,0.6072,0.1928,0.1045,0.0739,0.0216
perturbation_IFNG_KO,IFNG_KO,deepseek,123,7,0.5979,0.2099,0.1111,0.0653,0.0159
perturbation_IFNG_KO,IFNG_KO,deepseek,123,8,0.5694,0.2344,0.1181,0.0538,0.0243
perturbation_IFNG_KO,IFNG_KO,deepseek,123,9,0.5864,0.2119,0.122,0.0593,0.0203
perturbation_IFNG_KO,IFNG_KO,deepseek,123,10,0.6241,0.1793,0.1224,0.0655,0.0086
perturbation_IFNG_KO,IFNG_KO,deepseek,123,11,0.5719,0.2123,0.1336,0.0736,0.0086
perturbation_IFNG_KO,IFNG_KO,deepseek,123,12,0.5688,0.2241,0.1205,0.073,0.0136
perturbation_IFNG_KO,IFNG_KO,deepseek,123,13,0.5705,0.1896,0.151,0.0621,0.0268
perturbation_IFNG_KO,IFNG_KO,deepseek,123,14,0.5941,0.1686,0.1571,0.0655,0.0147
perturbation_IFNG_KO,IFNG_KO,deepseek,123,15,0.6187,0.1211,0.1669,0.0769,0.0164
perturbation_IFNG_KO,IFNG_KO,deepseek,123,16,0.5754,0.1669,0.1605,0.0859,0.0113
perturbation_IFNG_KO,IFNG_KO,deepseek,123,17,0.5705,0.1864,0.1329,0.094,0.0162
perturbation_IFNG_KO,IFNG_KO,deepseek,123,18,0.5728,0.1456,0.1861,0.0761,0.0194
perturbation_IFNG_KO,IFNG_KO,deepseek,123,19,0.5835,0.1475,0.1507,0.0908,0.0276
perturbation_IFNG_KO,IFNG_KO,deepseek,123,20,0.6228,0.1301,0.1366,0.0894,0.0211
perturbation_IFNG_KO,IFNG_KO,deepseek,123,21,0.6167,0.1498,0.1095,0.0982,0.0258
perturbation_IFNG_KO,IFNG_KO,deepseek,123,22,0.649,0.1514,0.0918,0.1063,0.0016
perturbation_IFNG_KO,IFNG_KO,deepseek,123,23,0.6502,0.0952,0.1511,0.069,0.0345
perturbation_IFNG_KO,IFNG_KO,deepseek,123,24,0.6972,0.0749,0.1148,0.0915,0.0216
perturbation_IFNG_KO,IFNG_KO,deepseek,123,25,0.7336,0.0523,0.118,0.0658,0.0304
perturbation_IFNG_KO,IFNG_KO,deepseek,123,26,0.7669,0.0439,0.1115,0.0642,0.0135
perturbation_IFNG_KO,IFNG_KO,deepseek,123,27,0.7688,0.0565,0.0993,0.0753,0
perturbation_IFNG_KO,IFNG_KO,deepseek,123,28,0.7634,0.0287,0.1308,0.0305,0.0466
perturbation_IFNG_KO,IFNG_KO,deepseek,123,29,0.8149,0.0272,0.0744,0.0762,0.0073
perturbation_IFNG_KO,IFNG_KO,deepseek,123,30,0.8263,0.027,0.056,0.0772,0.0135
perturbation_IFNG_KO,IFNG_KO,deepseek,42,1,0.6328,0.1387,0.127,0.0781,0.0234
perturbation_IFNG_KO,IFNG_KO,deepseek,42,2,0.6279,0.1546,0.1183,0.0821,0.0172
perturbation_IFNG_KO,IFNG_KO,deepseek,42,3,0.6041,0.1689,0.122,0.0769,0.0281
perturbation_IFNG_KO,IFNG_KO,deepseek,42,4,0.6058,0.1861,0.1131,0.0785,0.0164
perturbation_IFNG_KO,IFNG_KO,deepseek,42,5,0.6279,0.1688,0.1143,0.0762,0.0127
perturbation_IFNG_KO,IFNG_KO,deepseek,42,6,0.5735,0.2204,0.1147,0.0717,0.0197
perturbation_IFNG_KO,IFNG_KO,deepseek,42,7,0.5694,0.2285,0.1107,0.0685,0.0228
perturbation_IFNG_KO,IFNG_KO,deepseek,42,8,0.5619,0.2491,0.1065,0.0653,0.0172
perturbation_IFNG_KO,IFNG_KO,deepseek,42,9,0.5557,0.2432,0.1098,0.0777,0.0135
perturbation_IFNG_KO,IFNG_KO,deepseek,42,10,0.5886,0.191,0.1308,0.074,0.0155
perturbation_IFNG_KO,IFNG_KO,deepseek,42,11,0.561,0.2085,0.1441,0.0678,0.0186
perturbation_IFNG_KO,IFNG_KO,deepseek,42,12,0.5667,0.2233,0.1267,0.0683,0.015
perturbation_IFNG_KO,IFNG_KO,deepseek,42,13,0.5601,0.1845,0.1697,0.061,0.0247
perturbation_IFNG_KO,IFNG_KO,deepseek,42,14,0.5728,0.1748,0.1796,0.0599,0.0129
perturbation_IFNG_KO,IFNG_KO,deepseek,42,15,0.5937,0.1426,0.1808,0.0697,0.0133
perturbation_IFNG_KO,IFNG_KO,deepseek,42,16,0.5656,0.1574,0.1738,0.0869,0.0164
perturbation_IFNG_KO,IFNG_KO,deepseek,42,17,0.5698,0.1721,0.1461,0.0958,0.0162
perturbation_IFNG_KO,IFNG_KO,deepseek,42,18,0.5691,0.1463,0.1881,0.0836,0.0129
perturbation_IFNG_KO,IFNG_KO,deepseek,42,19,0.5543,0.1556,0.1491,0.1183,0.0227
perturbation_IFNG_KO,IFNG_KO,deepseek,42,20,0.5967,0.1256,0.1438,0.1025,0.0314
perturbation_IFNG_KO,IFNG_KO,deepseek,42,21,0.6244,0.1204,0.1284,0.1059,0.0209
perturbation_IFNG_KO,IFNG_KO,deepseek,42,22,0.6549,0.122,0.0947,0.1268,0.0016
perturbation_IFNG_KO,IFNG_KO,deepseek,42,23,0.6552,0.0837,0.1346,0.0739,0.0525
perturbation_IFNG_KO,IFNG_KO,deepseek,42,24,0.7166,0.0709,0.0982,0.0902,0.0242
perturbation_IFNG_KO,IFNG_KO,deepseek,42,25,0.7529,0.0494,0.1005,0.0791,0.0181
perturbation_IFNG_KO,IFNG_KO,deepseek,42,26,0.7492,0.0482,0.1113,0.0681,0.0233
perturbation_IFNG_KO,IFNG_KO,deepseek,42,27,0.7746,0.0508,0.1034,0.0712,0
perturbation_IFNG_KO,IFNG_KO,deepseek,42,28,0.7717,0.0372,0.1186,0.0319,0.0407
perturbation_IFNG_KO,IFNG_KO,deepseek,42,29,0.8165,0.036,0.0755,0.0594,0.0126
perturbation_IFNG_KO,IFNG_KO,deepseek,42,30,0.8302,0.034,0.0623,0.0642,0.0094
perturbation_IFNG_KO,IFNG_KO,deepseek,456,1,0.6275,0.1431,0.1275,0.0843,0.0176
perturbation_IFNG_KO,IFNG_KO,deepseek,456,2,0.6166,0.1407,0.1252,0.0983,0.0193
perturbation_IFNG_KO,IFNG_KO,deepseek,456,3,0.6181,0.1474,0.1267,0.0832,0.0246
perturbation_IFNG_KO,IFNG_KO,deepseek,456,4,0.6089,0.1753,0.1015,0.0959,0.0185
perturbation_IFNG_KO,IFNG_KO,deepseek,456,5,0.6409,0.1639,0.0958,0.081,0.0184
perturbation_IFNG_KO,IFNG_KO,deepseek,456,6,0.5931,0.2188,0.0976,0.0615,0.0289
perturbation_IFNG_KO,IFNG_KO,deepseek,456,7,0.5905,0.232,0.0984,0.0703,0.0088
perturbation_IFNG_KO,IFNG_KO,deepseek,456,8,0.554,0.2544,0.0923,0.0697,0.0296
perturbation_IFNG_KO,IFNG_KO,deepseek,456,9,0.5736,0.2386,0.1066,0.0711,0.0102
perturbation_IFNG_KO,IFNG_KO,deepseek,456,10,0.5983,0.2085,0.1145,0.0684,0.0103
perturbation_IFNG_KO,IFNG_KO,deepseek,456,11,0.5516,0.2318,0.1404,0.0592,0.0169
